ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,,,label,,,detailed-label
1540490536.35065,CpKVzJ3HcLpDnibefi,192.168.1.132,45663,192.168.1.1,53,udp,dns,0.107187,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540491436.49741,C01r7XD1pGjqxMXv7,192.168.1.132,56626,2.16.60.139,443,tcp,-,0.003499,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540491382.79409,CbBRSA38Lg82lIoH61,192.168.1.132,58235,216.239.35.0,123,udp,-,0.111674,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540491436.46069,CpT6pa41CehhfUWQL,192.168.1.132,50794,192.168.1.1,53,udp,dns,0.036223,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540491498.00604,C0rbZf11OXwLj4JRyb,192.168.1.132,38244,216.239.35.8,123,udp,-,0.016984,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540491670.1228,CSwgVt1dqVze1DaRW5,192.168.1.132,44717,216.239.35.4,123,udp,-,0.114192,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540492115.33504,Ck4YJ43NRAwLCAANha,192.168.1.132,34847,216.239.35.12,123,udp,-,0.270346,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540492336.60756,CBpp572MJBNktVasdj,192.168.1.132,56627,2.16.60.139,443,tcp,-,0.003748,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540492336.50013,CAnb8Q2ItaI9ME5aug,192.168.1.132,53880,192.168.1.1,53,udp,dns,0.106937,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540493236.80723,CbIOyt28u3GAtpNKDa,192.168.1.132,56628,2.16.60.139,443,tcp,-,0.003747,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540493236.61085,Cbsgks8N9wwpIBkVl,192.168.1.132,41079,192.168.1.1,53,udp,dns,0.19589,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540494124.92232,CCzkuS2hJQ2TDX3I98,192.168.1.132,57024,52.209.221.67,80,tcp,http,0.089698,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,,,benign,,,-
1540494125.01501,C1aDm42J0BOHj0bs5h,192.168.1.132,60622,52.215.95.120,80,tcp,http,0.110187,1847,791,SF,-,-,0,ShADafdtF,7,2151,6,1043,-,,,benign,,,-
1540494124.7934,CA00aD3nUtVufsN6t2,192.168.1.132,50618,192.168.1.1,53,udp,dns,0.123928,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540494124.91782,CKVnM93xVCeeiYRdtf,192.168.1.132,36405,192.168.1.1,53,udp,dns,0.004001,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540494125.01302,CXCPyS344OpJEioD7e,192.168.1.132,41441,192.168.1.1,53,udp,dns,0.000498,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540494125.01401,CCukMi3OFHDo0HDz54,192.168.1.132,53363,192.168.1.1,53,udp,dns,0.0005,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540494137.01317,C8rQlWYJfwp4Un1v5,192.168.1.132,53624,2.16.60.82,443,tcp,-,0.003502,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,,,benign,,,-
1540494136.8098,C5OtqJ1lyDaZzV3x2k,192.168.1.132,51795,192.168.1.1,53,udp,dns,0.202885,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540495037.06597,C7Xwkt2nphv9FsBitc,192.168.1.132,53625,2.16.60.82,443,tcp,-,0.003248,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540495037.01627,CrlMS91o2NDZeFUHh6,192.168.1.132,55342,192.168.1.1,53,udp,dns,0.049207,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540495592.70838,CYoJHf4WPs9xD5UXU9,192.168.1.132,55750,216.239.35.0,123,udp,-,0.10919,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540495731.91603,Cf2q3R28et2kiDbo96,192.168.1.132,58381,216.239.35.8,123,udp,-,0.017487,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540495937.18605,Cbcupy3wc2cxkaHQJk,192.168.1.132,53626,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540495937.06838,CG9z8640T2qmbsGu71,192.168.1.132,54946,192.168.1.1,53,udp,dns,0.117194,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540495928.03403,CIn10p3kA9eE2rJ8p4,192.168.1.132,38620,216.239.35.4,123,udp,-,0.114179,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540496407.24717,CfYgBy2cwgDYIpx4Ql,192.168.1.132,42028,216.239.35.12,123,udp,-,0.269345,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540496837.24457,CDt4Qz1kPwifIh2bCl,192.168.1.132,56634,2.16.60.139,443,tcp,-,0.003246,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540496837.18861,CnvdL13TIcOojSWwfc,192.168.1.132,51254,192.168.1.1,53,udp,dns,0.055462,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540497724.87113,CG5VXMR4xMjAr5ual,192.168.1.132,60627,52.215.95.120,80,tcp,http,0.093956,1847,1539,SF,-,-,1539,ShADacfgF,7,2139,5,204,-,,,benign,,,-
1540497724.96807,Cfx22u2YL8jtUqIFAa,192.168.1.132,57031,52.209.221.67,80,tcp,http,0.114934,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,,,benign,,,-
1540497724.79518,C98iFt1VjbbEQeO1Ca,192.168.1.132,58803,192.168.1.1,53,udp,dns,0.071206,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540497724.86688,CXrRnr3E16NjCZujRi,192.168.1.132,57214,192.168.1.1,53,udp,dns,0.003751,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540497724.96608,C0eNVZhuoomxaiwTh,192.168.1.132,46909,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540497724.96707,CO7VDx26UILVaD09Ia,192.168.1.132,40893,192.168.1.1,53,udp,dns,0.000749,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540497737.37976,CNuAbv4lQw04mxqo3g,192.168.1.132,56637,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540497737.24834,CK0Vz61kKI90RCtZ44,192.168.1.132,53167,192.168.1.1,53,udp,dns,0.130919,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540497701.94469,ConecaEMF5PhSgMI,192.168.1.132,68,192.168.1.1,67,udp,dhcp,0.000994,300,300,SF,-,-,0,Dd,1,328,1,328,-,,,benign,,,-
1540498637.42598,Cn4oI31r8Zi0ldvrd1,192.168.1.132,53631,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540498637.38326,CLIf5W1TULZqO5H1u1,192.168.1.132,56283,192.168.1.1,53,udp,dns,0.042223,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540499537.48468,C1WzDv3WrzCPLqp9l,192.168.1.132,56639,2.16.60.139,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540499537.42872,CeO83opsIRRWFl9gh,192.168.1.132,44611,192.168.1.1,53,udp,dns,0.055463,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540499775.61693,CQhTtC2FdbNHngF8qg,192.168.1.132,42834,216.239.35.0,123,udp,-,0.109427,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540499962.8247,CZ2qdOBiVMb7NiwEk,192.168.1.132,33678,216.239.35.8,123,udp,-,0.01699,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540500244.93693,CKpTj31B1E9DXZm6ya,192.168.1.132,54989,216.239.35.4,123,udp,-,0.114186,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540500437.59386,CP466V3XjgmsBHzxs5,192.168.1.132,56640,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540500437.48743,Cm4JPdgrPT9jjXqXa,192.168.1.132,47854,192.168.1.1,53,udp,dns,0.105937,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540500740.15121,CNpz3hl07JCUcp8A8,192.168.1.132,47662,216.239.35.12,123,udp,-,0.270089,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540501325.00491,CVcdav2p9LU9ziPEAh,192.168.1.132,57036,52.209.221.67,80,tcp,http,0.093195,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,,,benign,,,-
1540501325.10111,C37aa4k8gxiLE1Un5,192.168.1.132,60634,52.215.95.120,80,tcp,http,0.109432,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,,,benign,,,-
1540501324.79431,CrF7nG4YrvXTLvGcB5,192.168.1.132,56514,192.168.1.1,53,udp,dns,0.205372,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540501325.00042,COXcAo1fgiDBb73kJ3,192.168.1.132,60357,192.168.1.1,53,udp,dns,0.004001,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540501325.09911,CyCYIy3eKNFnGR1Gq3,192.168.1.132,56564,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540501325.10011,C634Ia4VbZNN4fSMm8,192.168.1.132,36648,192.168.1.1,53,udp,dns,0.000501,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540501337.79385,CQjGcd1YRdbQlaHK9g,192.168.1.132,53636,2.16.60.82,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540501337.59548,Cffi2vVsBq2yE1IQg,192.168.1.132,54450,192.168.1.1,53,udp,dns,0.197895,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540502237.85506,Cg3BKk3x3MJI7ALvlj,192.168.1.132,53637,2.16.60.82,443,tcp,-,0.003248,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540502237.79561,Cy3wo82CUVGEhPPM37,192.168.1.132,59920,192.168.1.1,53,udp,dns,0.058969,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540503138.04951,CB7Lz42c6upevBWUs4,192.168.1.132,53638,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540503137.85764,CplBko2bWDek6uksii,192.168.1.132,40574,192.168.1.1,53,udp,dns,0.19139,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540504038.1602,CPjp2h1nGt9TUcuNJ5,192.168.1.132,53639,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540504038.05427,CZxZMN1oRs6eWMcK14,192.168.1.132,39569,192.168.1.1,53,udp,dns,0.10569,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540504082.52071,C7zxtObNnUDaD0tbe,192.168.1.132,52089,216.239.35.0,123,udp,-,0.109438,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540504178.72445,Crehw62PqXqIpjZew9,192.168.1.132,35116,216.239.35.8,123,udp,-,0.016967,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540504492.83879,CPRpKm2rt7kCZxHfq9,192.168.1.132,49306,216.239.35.4,123,udp,-,0.114172,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540504925.00658,CtHBi12fX8jwrgNUij,192.168.1.132,57042,52.209.221.67,80,tcp,http,0.088947,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,,,benign,,,-
1540504925.09852,CPMajE4RHvz2lDYShl,192.168.1.132,60640,52.215.95.120,80,tcp,http,0.105689,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,,,benign,,,-
1540504924.7947,CDMc0W0GJpkYJqLIb,192.168.1.132,44540,192.168.1.1,53,udp,dns,0.20713,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540504925.00233,Cqq8pt30uEv9eqIDe4,192.168.1.132,59261,192.168.1.1,53,udp,dns,0.00375,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540504925.09653,CAZOn54GdW0Prb0xX3,192.168.1.132,47007,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540504925.09752,CA3Rty4f7GnLQpxhrj,192.168.1.132,60273,192.168.1.1,53,udp,dns,0.000501,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540504938.36122,CvSaDNDmzrU8bPOu,192.168.1.132,53642,2.16.60.82,443,tcp,-,0.003498,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,,,benign,,,-
1540504938.16309,C5CppTptIv1qmX998,192.168.1.132,46299,192.168.1.1,53,udp,dns,0.197633,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540504901.05473,Cfrac130p65vCsyCia,192.168.1.132,46638,216.239.35.12,123,udp,-,0.269842,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540505838.49034,ChjgSB3e2swmkiL2Wj,192.168.1.132,56650,2.16.60.139,443,tcp,-,0.011244,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540505838.36442,CHvI2f3ubcESIAXVde,192.168.1.132,47555,192.168.1.1,53,udp,dns,0.125422,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540506738.54547,CGDpRf160VFfRsbK9e,192.168.1.132,53644,2.16.60.82,443,tcp,-,0.011493,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540506738.497,CgdzJd1JoDqpTjVV04,192.168.1.132,45191,192.168.1.1,53,udp,dns,0.047968,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540507638.75209,CnAqup3ceSo525BWP6,192.168.1.132,56652,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,,,benign,,,-
1540507638.54946,CiDPtDoLDOy0JzMCa,192.168.1.132,37403,192.168.1.1,53,udp,dns,0.202141,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540508266.42066,C4SQjG2cUpPdXyWUk6,192.168.1.132,42652,216.239.35.0,123,udp,-,0.109682,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540508404.63066,CHGs5T3aTn6UPuTlrc,192.168.1.132,52600,216.239.35.8,123,udp,-,0.016987,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540508524.93112,C5mIg23XNIiyCvNQVl,192.168.1.132,60645,52.215.95.120,80,tcp,http,0.088698,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-,,,benign,,,-
1540508525.02307,CyrIq30SFEsG9d2jj,192.168.1.132,57049,52.209.221.67,80,tcp,http,0.113184,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,,,benign,,,-
1540508524.78998,C5W5gO2xRPGto6EX31,192.168.1.132,45544,192.168.1.1,53,udp,dns,0.132166,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540508524.92263,CTfK8118moAfx2Ziul,192.168.1.132,55030,192.168.1.1,53,udp,dns,0.007998,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540508525.02082,CvqL4j49km1ot7PGC5,192.168.1.132,54122,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540508525.02182,CQdWTe4lag8Y5AYrZg,192.168.1.132,51430,192.168.1.1,53,udp,dns,0.00075,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540508538.81219,CvRBv92hKVDNFP6FU3,192.168.1.132,56655,2.16.60.139,443,tcp,-,0.011745,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540508538.75674,Ctlyu61dnmvmg4UIRb,192.168.1.132,34704,192.168.1.1,53,udp,dns,0.05495,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540508810.74756,CpPoO33vnTHugF8Uzg,192.168.1.132,35755,216.239.35.4,123,udp,-,0.116676,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540509210.96016,CdQzwLNCbaPFoO32f,192.168.1.132,47364,216.239.35.12,123,udp,-,0.269354,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540509438.87134,CMII4j3n5MlqItut73,192.168.1.132,56656,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540509438.81913,CvagEl1SuGRIBFfHS6,192.168.1.132,50691,192.168.1.1,53,udp,dns,0.051709,34,281,SF,-,-,0,Dd,1,62,1,309,-,,,benign,,,-
1540510339.08118,CTQAP3219nGxRTjF59,192.168.1.132,53650,2.16.60.82,443,tcp,-,0.01151,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540510338.87906,CoJZUF1toE2n4CX0Ek,192.168.1.132,47021,192.168.1.1,53,udp,dns,0.20164,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540511239.13792,CucjdBf0HtCabLUTh,192.168.1.132,56658,2.16.60.139,443,tcp,-,0.011742,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540511239.08796,Cx4uEB4T7eVk1wAy69,192.168.1.132,39168,192.168.1.1,53,udp,dns,0.049719,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540512125.00109,CPC6fV3iUxLyABUFUi,192.168.1.132,57054,52.209.221.67,80,tcp,http,0.088198,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,,,benign,,,-
1540512125.09253,C6kNSd4e8JSs6NKBN9,192.168.1.132,60652,52.215.95.120,80,tcp,http,0.111434,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,,,benign,,,-
1540512127.29903,CZWSWi9nxd3GZds4i,192.168.1.132,60836,130.211.67.12,80,tcp,http,0.224122,1595,177,SF,-,-,0,ShADadfF,7,1887,7,469,-,,,benign,,,-
1540512124.79146,C0DTvA2PxYUPAuTa7d,192.168.1.132,55939,192.168.1.1,53,udp,dns,0.200629,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540512124.99284,CL5E7OkUXLiTD9al6,192.168.1.132,54662,192.168.1.1,53,udp,dns,0.007748,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540512125.09029,CKc0Oi2ecVfuMuILm2,192.168.1.132,57452,192.168.1.1,53,udp,dns,0.0005,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540512125.09153,CL23EKvqtOCPotlY,192.168.1.132,43735,192.168.1.1,53,udp,dns,0.000501,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540512127.16762,CY1rT44jIZmsn7ucke,192.168.1.132,36769,192.168.1.1,53,udp,dns,0.130914,41,124,SF,-,-,0,Dd,1,69,1,152,-,,,benign,,,-
1540512139.19576,CDNSl01RsJnS5bOPc3,192.168.1.132,53655,2.16.60.82,443,tcp,-,0.011495,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540512139.14704,Cs8BwU3qarzjrYQn2d,192.168.1.132,35268,192.168.1.1,53,udp,dns,0.048223,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540512550.33364,CQc2Z2DjpezYoolJl,192.168.1.132,41909,216.239.35.0,123,udp,-,0.109684,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540512609.50219,CFm1Y828IVEMgmy25c,192.168.1.132,58364,216.239.35.8,123,udp,-,0.016739,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540512955.61551,C2uQMR1CUbAofPoYQ6,192.168.1.132,34286,216.239.35.4,123,udp,-,0.114436,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540513039.2561,CVULm537oXUvXxiq19,192.168.1.132,56663,2.16.60.139,443,tcp,-,0.011243,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540513039.20339,Cgi7FZ2j8iEXSfyL8g,192.168.1.132,43517,192.168.1.1,53,udp,dns,0.052213,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540513561.83076,CqKACi1Jp3ZVSp8xr2,192.168.1.132,56890,216.239.35.12,123,udp,-,0.272081,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540513939.30827,CGkFIc4WyTKH5KyFs5,192.168.1.132,56664,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540513939.26155,CHn6DM2wyXbIMlM4Ig,192.168.1.132,52749,192.168.1.1,53,udp,dns,0.046466,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540514622.89235,CsTyo528ZzJOdbD15k,192.168.1.132,60840,130.211.67.12,80,tcp,http,0.241862,9995,177,SF,-,-,0,ShADadfF,12,10487,12,669,-,,,benign,,,-
1540514622.89138,CI1qp71cDmd0ZuaD4j,192.168.1.132,47284,192.168.1.1,53,udp,dns,0.000479,41,57,SF,-,-,0,Dd,1,69,1,85,-,,,benign,,,-
1540514839.36335,Cx3BL4tL9nrA4xZx,192.168.1.132,53659,2.16.60.82,443,tcp,-,0.011743,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,,,benign,,,-
1540514839.31464,Cp9RbK3stbvmMmcaN2,192.168.1.132,39877,192.168.1.1,53,udp,dns,0.048468,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540515724.84836,C5n2tP3bULpFkNfEH3,192.168.1.132,57062,52.209.221.67,80,tcp,http,0.093695,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,,,benign,,,-
1540515724.94506,CtAgbP8GhitppIqfd,192.168.1.132,60660,52.215.95.120,80,tcp,http,0.112435,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1043,-,,,benign,,,-
1540515724.78867,CqUDIf2b9QSOs3S36e,192.168.1.132,46467,192.168.1.1,53,udp,dns,0.054699,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540515724.84387,Crz6nd30dvbokQi63f,192.168.1.132,49998,192.168.1.1,53,udp,dns,0.004,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540515724.94306,CggUEofeedV8SxZ2j,192.168.1.132,41869,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540515724.94406,CVJ4nY3Slo8XwgiPFa,192.168.1.132,38817,192.168.1.1,53,udp,dns,0.000502,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540515739.48424,CMA5m94kTyKtcRcEoj,192.168.1.132,53662,2.16.60.82,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540515739.36883,CuEBlB2uLDkJ7FQ7Ic,192.168.1.132,35128,192.168.1.1,53,udp,dns,0.114935,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540516639.63656,CTjJCp1twF2tOigPNh,192.168.1.132,56670,2.16.60.139,443,tcp,-,0.011742,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540516639.49042,CWBH7o4CvGq5S9jm3f,192.168.1.132,32812,192.168.1.1,53,udp,dns,0.145668,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540516854.19805,CrgNab4jC6S7ygUmx1,192.168.1.132,51087,216.239.35.8,123,udp,-,0.017238,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540516894.25568,CTXyvI252h7Q990Azi,192.168.1.132,60296,216.239.35.0,123,udp,-,0.109682,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540517160.46546,CewQ6QyUOyaIlHvUg,192.168.1.132,35370,216.239.35.4,123,udp,-,0.113933,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540517539.69215,CpTCZf3Hwpwflj0Bo5,192.168.1.132,56671,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540517539.6437,Cv6egkNELJwFxPWCe,192.168.1.132,35145,192.168.1.1,53,udp,dns,0.047963,34,311,SF,-,-,0,Dd,1,62,1,339,-,,,benign,,,-
1540517691.68282,CYdrFo1z6ifUjrMadh,192.168.1.132,40144,216.239.35.12,123,udp,-,0.269841,48,48,SF,-,-,0,Dd,1,76,1,76,-,,,benign,,,-
1540518439.8109,CYHdME1HqX2lPDWb31,192.168.1.132,58542,2.21.172.138,443,tcp,-,0.012992,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540518439.70173,CUJ9T915hMDar3Iayh,192.168.1.132,60611,192.168.1.1,53,udp,dns,0.108678,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
1540519324.91282,C8HO1Whj0ObSEwagl,192.168.1.132,60665,52.215.95.120,80,tcp,http,0.092946,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,,,benign,,,-
1540519325.00902,C8k0ZJ3nN2F72zMFkk,192.168.1.132,57069,52.209.221.67,80,tcp,http,0.117683,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,,,benign,,,-
1540519324.79165,CtY0ZJ21c49XqbYg36,192.168.1.132,38980,192.168.1.1,53,udp,dns,0.11568,37,179,SF,-,-,0,Dd,1,65,1,207,-,,,benign,,,-
1540519324.90808,Co0xcV3SYfelefkUo2,192.168.1.132,33729,192.168.1.1,53,udp,dns,0.004249,37,442,SF,-,-,0,Dd,1,65,1,470,-,,,benign,,,-
1540519325.00702,Cla0qN30VOOhuUZKcf,192.168.1.132,50609,192.168.1.1,53,udp,dns,0.0005,37,100,SF,-,-,0,Dd,1,65,1,128,-,,,benign,,,-
1540519325.00802,CJ8usB3rJe3RW61YH,192.168.1.132,34137,192.168.1.1,53,udp,dns,0.000502,37,132,SF,-,-,0,Dd,1,65,1,160,-,,,benign,,,-
1540519339.87805,CxOa6847RJlDHPEL21,192.168.1.132,53668,2.16.60.82,443,tcp,-,0.011744,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,,,benign,,,-
1540519339.81984,CAsfrbcohbMpNNeNg,192.168.1.132,46841,192.168.1.1,53,udp,dns,0.057713,34,297,SF,-,-,0,Dd,1,62,1,325,-,,,benign,,,-
